Project_ID,Industry,Agent_Type,Primary_Tool,Status,Failure_Reason,Human_in_the_Loop_Ratio,Tokens_per_Task,ROI_Score
AGP-0921,Finance,Multi-agent Swarm,CrewAI,Pilot,Cost Overrun,0.802,5035,0.9
AGP-0922,Energy,Autonomous,LangGraph,Abandoned,Cost Overrun,0.425,3057,-0.16
AGP-0923,Technology,Assistant,CrewAI,Production,,0.653,1048,1.45
AGP-0924,Manufacturing,Assistant,LangGraph,Abandoned,Cost Overrun,0.773,3511,-0.52
AGP-0925,Healthcare,Autonomous,CrewAI,Pilot,Security Violation,0.419,3313,1.35
AGP-0926,Healthcare,Assistant,LangGraph,Production,,0.856,2831,1.97
AGP-0927,Healthcare,Autonomous,AutoGPT 3.0,Abandoned,Security Violation,0.221,4168,-1.04
AGP-0928,Energy,Multi-agent Swarm,AutoGPT 3.0,Pilot,Schema Drift,0.557,4218,0.8
AGP-0929,Technology,Multi-agent Swarm,AutoGPT 3.0,Abandoned,Cost Overrun,0.51,7214,-1.6
AGP-0930,Insurance,Multi-agent Swarm,LangGraph,Production,,0.449,9989,4.22
AGP-0931,Legal,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.756,8154,-0.08
AGP-0932,Retail,Assistant,LangGraph,Pilot,Schema Drift,0.844,3353,1.38
AGP-0933,Retail,Multi-agent Swarm,LangGraph,Abandoned,Loop Error,0.39,6344,-0.33
AGP-0934,Insurance,Autonomous,LangGraph,Abandoned,Loop Error,0.503,3155,0.19
AGP-0935,Insurance,Autonomous,LangGraph,Abandoned,Cost Overrun,0.395,2898,-0.03
AGP-0936,Healthcare,Assistant,CrewAI,Abandoned,Schema Drift,0.717,2548,-0.54
AGP-0937,Telecom,Autonomous,LangGraph,Pilot,Cost Overrun,0.458,4563,1.71
AGP-0938,Finance,Autonomous,LangGraph,Abandoned,Security Violation,0.121,3916,-0.2
AGP-0939,Government,Autonomous,CrewAI,Abandoned,Cost Overrun,0.091,6591,-1.2
AGP-0940,Finance,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.686,6873,0.52
AGP-0941,Healthcare,Autonomous,CrewAI,Abandoned,Cost Overrun,0.329,500,-0.54
AGP-0942,Energy,Autonomous,CrewAI,Pilot,Loop Error,0.039,6849,-0.39
AGP-0943,Healthcare,Autonomous,LangGraph,Pilot,Schema Drift,0.08,3665,0.5
AGP-0944,Retail,Assistant,AutoGPT 3.0,Pilot,Schema Drift,0.605,6054,0.32
AGP-0945,Retail,Multi-agent Swarm,LangGraph,Abandoned,Loop Error,0.273,2397,-0.38
AGP-0946,Healthcare,Autonomous,LangGraph,Pilot,Loop Error,0.208,4726,0.65
AGP-0947,Technology,Assistant,LangGraph,Pilot,Cost Overrun,0.83,4522,-0.6
AGP-0948,Energy,Multi-agent Swarm,CrewAI,Abandoned,Cost Overrun,0.339,7184,-0.66
AGP-0949,Government,Autonomous,LangGraph,Pilot,Security Violation,0.226,4953,1.1
AGP-0950,Legal,Multi-agent Swarm,CrewAI,Abandoned,Schema Drift,0.532,8379,-0.61
AGP-0951,Manufacturing,Assistant,LangGraph,Abandoned,Schema Drift,0.26,4510,-0.62
AGP-0952,Healthcare,Assistant,CrewAI,Pilot,Cost Overrun,0.641,5077,1.23
AGP-0953,Healthcare,Autonomous,CrewAI,Pilot,Cost Overrun,0.25,4162,1.65
AGP-0954,Healthcare,Autonomous,LangGraph,Abandoned,Loop Error,0.112,5768,-0.55
AGP-0955,Telecom,Multi-agent Swarm,CrewAI,Pilot,Loop Error,0.627,8069,0.07
AGP-0956,Government,Multi-agent Swarm,CrewAI,Pilot,Cost Overrun,0.295,6057,0.99
AGP-0957,Insurance,Multi-agent Swarm,CrewAI,Abandoned,Loop Error,0.604,10081,-0.38
AGP-0958,Manufacturing,Multi-agent Swarm,LangGraph,Abandoned,Cost Overrun,0.502,4161,-1.65
AGP-0959,Manufacturing,Autonomous,CrewAI,Abandoned,Loop Error,0.054,4967,-0.94
AGP-0960,Manufacturing,Multi-agent Swarm,LangGraph,Pilot,Schema Drift,0.611,9095,0.1
AGP-0961,Manufacturing,Assistant,LangGraph,Abandoned,Cost Overrun,0.741,3389,-0.62
AGP-0962,Retail,Multi-agent Swarm,LangGraph,Production,,0.657,5679,1.77
AGP-0963,Finance,Autonomous,CrewAI,Abandoned,Loop Error,0.189,3750,-1.18
AGP-0964,Finance,Autonomous,LangGraph,Abandoned,Cost Overrun,0.194,2064,-0.34
AGP-0965,Telecom,Multi-agent Swarm,CrewAI,Production,,0.486,4477,2.35
AGP-0966,Retail,Multi-agent Swarm,LangGraph,Pilot,Schema Drift,0.926,2980,0.52
AGP-0967,Telecom,Assistant,AutoGPT 3.0,Pilot,Cost Overrun,0.587,4718,0.57
AGP-0968,Healthcare,Autonomous,LangGraph,Production,,0.063,3089,4.6
AGP-0969,Manufacturing,Autonomous,CrewAI,Production,,0.251,2959,3.69
AGP-0970,Healthcare,Multi-agent Swarm,AutoGPT 3.0,Pilot,Loop Error,0.545,10740,0.07
AGP-0971,Healthcare,Assistant,LangGraph,Pilot,Schema Drift,0.653,2978,0.69
AGP-0972,Finance,Assistant,LangGraph,Abandoned,Loop Error,0.946,2160,-0.48
AGP-0973,Finance,Assistant,CrewAI,Pilot,Loop Error,0.844,2626,1.13
AGP-0974,Government,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.816,5491,0.07
AGP-0975,Legal,Assistant,AutoGPT 3.0,Pilot,Cost Overrun,0.711,5249,0.17
AGP-0976,Technology,Assistant,LangGraph,Pilot,Security Violation,0.842,4493,0.47
AGP-0977,Retail,Multi-agent Swarm,AutoGPT 3.0,Abandoned,Cost Overrun,0.302,11103,-0.99
AGP-0978,Retail,Multi-agent Swarm,LangGraph,Pilot,Security Violation,0.639,3832,-0.34
AGP-0979,Manufacturing,Multi-agent Swarm,LangGraph,Pilot,Loop Error,0.412,3454,1.58
AGP-0980,Healthcare,Assistant,CrewAI,Abandoned,Schema Drift,0.438,4411,0.01
AGP-0981,Telecom,Assistant,CrewAI,Pilot,Loop Error,0.765,6075,-0.59
AGP-0982,Energy,Assistant,CrewAI,Pilot,Cost Overrun,0.376,3742,-0.53
AGP-0983,Insurance,Multi-agent Swarm,AutoGPT 3.0,Abandoned,Loop Error,0.368,4777,-0.43
AGP-0984,Retail,Assistant,LangGraph,Production,,0.543,3668,3.83
AGP-0985,Finance,Assistant,CrewAI,Abandoned,Cost Overrun,0.787,2841,-0.79
AGP-0986,Government,Assistant,LangGraph,Abandoned,Loop Error,0.738,4805,-1.45
AGP-0987,Legal,Assistant,LangGraph,Abandoned,Loop Error,0.535,4471,0.16
AGP-0988,Finance,Assistant,LangGraph,Pilot,Security Violation,0.598,2736,0.63
AGP-0989,Legal,Autonomous,AutoGPT 3.0,Abandoned,Cost Overrun,0.605,4346,-1.14
AGP-0990,Insurance,Assistant,CrewAI,Production,,0.757,4426,3.07
AGP-0991,Technology,Assistant,LangGraph,Pilot,Loop Error,0.865,3674,0.51
AGP-0992,Insurance,Autonomous,CrewAI,Abandoned,Loop Error,0.237,1146,-0.88
AGP-0993,Insurance,Multi-agent Swarm,AutoGPT 3.0,Pilot,Loop Error,0.191,16537,1.36
AGP-0994,Healthcare,Assistant,AutoGPT 3.0,Abandoned,Loop Error,0.922,6473,-0.81
AGP-0995,Government,Autonomous,CrewAI,Abandoned,Cost Overrun,0.12,2629,-0.62
AGP-0996,Retail,Multi-agent Swarm,LangGraph,Pilot,Loop Error,0.211,4093,0.2
AGP-0997,Technology,Assistant,CrewAI,Pilot,Cost Overrun,0.742,6620,0.26
AGP-0998,Finance,Multi-agent Swarm,AutoGPT 3.0,Abandoned,Cost Overrun,0.524,3394,-1.11
AGP-0999,Telecom,Assistant,AutoGPT 3.0,Production,,0.295,9766,2.62
AGP-1000,Healthcare,Multi-agent Swarm,AutoGPT 3.0,Pilot,Loop Error,0.295,9692,-1.09
AGP-1001,Finance,Assistant,CrewAI,Pilot,Schema Drift,0.458,3349,2.09
AGP-1002,Retail,Assistant,LangGraph,Abandoned,Schema Drift,0.606,1495,-0.24
AGP-1003,Finance,Autonomous,CrewAI,Pilot,Schema Drift,0.121,4456,-1.21
AGP-1004,Finance,Assistant,LangGraph,Production,,0.631,2947,2.09
AGP-1005,Technology,Assistant,LangGraph,Production,,0.557,2806,3.67
AGP-1006,Retail,Assistant,CrewAI,Pilot,Loop Error,0.556,1070,0.0
AGP-1007,Government,Assistant,CrewAI,Production,,0.99,4744,3.18
AGP-1008,Legal,Multi-agent Swarm,AutoGPT 3.0,Pilot,Security Violation,0.147,14278,-1.29
AGP-1009,Technology,Assistant,AutoGPT 3.0,Abandoned,Loop Error,0.446,6398,-0.38
AGP-1010,Retail,Autonomous,AutoGPT 3.0,Abandoned,Cost Overrun,0.646,930,-0.42
AGP-1011,Technology,Multi-agent Swarm,AutoGPT 3.0,Pilot,Security Violation,0.641,13019,0.67
AGP-1012,Technology,Assistant,CrewAI,Production,,0.742,4517,2.24
AGP-1013,Retail,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.421,6218,0.75
AGP-1014,Telecom,Multi-agent Swarm,CrewAI,Abandoned,Security Violation,0.403,7711,-0.57
AGP-1015,Legal,Multi-agent Swarm,LangGraph,Pilot,Loop Error,0.737,3456,0.3
AGP-1016,Healthcare,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.751,6492,2.3
AGP-1017,Technology,Assistant,LangGraph,Abandoned,Cost Overrun,0.804,3176,-0.26
AGP-1018,Energy,Autonomous,AutoGPT 3.0,Pilot,Loop Error,0.078,7099,0.85
AGP-1019,Finance,Assistant,CrewAI,Production,,0.628,3664,1.73
AGP-1020,Retail,Multi-agent Swarm,AutoGPT 3.0,Pilot,Security Violation,0.382,16327,-0.51
AGP-1021,Government,Assistant,AutoGPT 3.0,Production,,0.99,3527,2.12
AGP-1022,Insurance,Multi-agent Swarm,AutoGPT 3.0,Pilot,Schema Drift,0.44,4545,1.42
AGP-1023,Telecom,Autonomous,LangGraph,Abandoned,Security Violation,0.329,2387,-0.38
AGP-1024,Manufacturing,Assistant,AutoGPT 3.0,Pilot,Security Violation,0.822,3767,0.91
AGP-1025,Technology,Assistant,AutoGPT 3.0,Pilot,Security Violation,0.816,4073,-0.11
AGP-1026,Legal,Assistant,AutoGPT 3.0,Abandoned,Security Violation,0.681,6497,-0.42
AGP-1027,Telecom,Autonomous,LangGraph,Abandoned,Cost Overrun,0.308,2615,-0.12
AGP-1028,Legal,Autonomous,LangGraph,Abandoned,Loop Error,0.154,4030,-0.45
AGP-1029,Insurance,Multi-agent Swarm,AutoGPT 3.0,Abandoned,Security Violation,0.417,8870,-0.79
AGP-1030,Retail,Assistant,LangGraph,Pilot,Cost Overrun,0.904,4916,1.57
AGP-1031,Manufacturing,Autonomous,LangGraph,Abandoned,Schema Drift,0.71,4466,0.13
AGP-1032,Technology,Autonomous,CrewAI,Pilot,Cost Overrun,0.499,4947,0.05
AGP-1033,Manufacturing,Assistant,LangGraph,Pilot,Cost Overrun,0.775,3551,-0.05
AGP-1034,Government,Autonomous,LangGraph,Abandoned,Security Violation,0.015,2860,-0.27
AGP-1035,Retail,Assistant,AutoGPT 3.0,Production,,0.99,500,2.15
AGP-1036,Technology,Multi-agent Swarm,AutoGPT 3.0,Pilot,Loop Error,0.346,6855,1.18
AGP-1037,Legal,Autonomous,AutoGPT 3.0,Pilot,Loop Error,0.394,6656,0.76
AGP-1038,Retail,Assistant,LangGraph,Abandoned,Security Violation,0.667,5231,-0.6
AGP-1039,Retail,Autonomous,LangGraph,Pilot,Cost Overrun,0.282,4072,0.09
AGP-1040,Finance,Autonomous,CrewAI,Pilot,Loop Error,0.101,5366,0.63
AGP-1041,Finance,Multi-agent Swarm,CrewAI,Pilot,Schema Drift,0.44,10034,-0.08
AGP-1042,Technology,Assistant,LangGraph,Pilot,Schema Drift,0.774,1565,-0.26
AGP-1043,Technology,Multi-agent Swarm,AutoGPT 3.0,Pilot,Cost Overrun,0.454,6128,0.87
AGP-1044,Technology,Autonomous,AutoGPT 3.0,Abandoned,Loop Error,0.092,7539,-0.92
AGP-1045,Finance,Autonomous,CrewAI,Pilot,Cost Overrun,0.106,4280,-0.4
AGP-1046,Legal,Assistant,LangGraph,Pilot,Cost Overrun,0.769,3849,0.51
AGP-1047,Healthcare,Assistant,LangGraph,Abandoned,Cost Overrun,0.82,2871,-0.79
AGP-1048,Insurance,Multi-agent Swarm,LangGraph,Pilot,Schema Drift,0.369,6217,-0.62
AGP-1049,Government,Autonomous,LangGraph,Abandoned,Loop Error,0.466,3754,-0.6
AGP-1050,Healthcare,Multi-agent Swarm,CrewAI,Abandoned,Schema Drift,0.274,11725,-2.0
AGP-1051,Technology,Multi-agent Swarm,CrewAI,Production,,0.229,4467,3.36
AGP-1052,Finance,Assistant,CrewAI,Production,,0.737,1424,1.84
AGP-1053,Healthcare,Autonomous,AutoGPT 3.0,Abandoned,Security Violation,0.126,6825,-1.15
AGP-1054,Finance,Assistant,LangGraph,Abandoned,Security Violation,0.879,5900,0.6
AGP-1055,Healthcare,Autonomous,LangGraph,Abandoned,Loop Error,0.059,1203,-0.46
AGP-1056,Technology,Multi-agent Swarm,LangGraph,Pilot,Loop Error,0.598,6129,0.85
AGP-1057,Government,Assistant,LangGraph,Production,,0.949,5039,2.67
AGP-1058,Healthcare,Multi-agent Swarm,CrewAI,Abandoned,Loop Error,0.232,5772,-0.12
AGP-1059,Manufacturing,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.498,11023,-0.22
AGP-1060,Technology,Assistant,AutoGPT 3.0,Abandoned,Security Violation,0.767,5735,-0.79
AGP-1061,Telecom,Assistant,CrewAI,Pilot,Security Violation,0.913,6811,0.21
AGP-1062,Technology,Assistant,LangGraph,Pilot,Cost Overrun,0.852,6459,-0.93
AGP-1063,Healthcare,Multi-agent Swarm,LangGraph,Abandoned,Loop Error,0.517,5219,-0.51
AGP-1064,Technology,Autonomous,LangGraph,Pilot,Security Violation,0.037,6041,1.53
AGP-1065,Legal,Multi-agent Swarm,LangGraph,Pilot,Schema Drift,0.574,9724,-0.41
AGP-1066,Telecom,Multi-agent Swarm,AutoGPT 3.0,Pilot,Loop Error,0.551,14528,-0.58
AGP-1067,Retail,Multi-agent Swarm,CrewAI,Abandoned,Loop Error,0.164,6364,-1.1
AGP-1068,Technology,Assistant,LangGraph,Pilot,Loop Error,0.839,3530,0.12
AGP-1069,Finance,Multi-agent Swarm,LangGraph,Abandoned,Cost Overrun,0.519,10336,-0.77
AGP-1070,Retail,Autonomous,LangGraph,Abandoned,Cost Overrun,0.039,4887,-0.12
AGP-1071,Government,Multi-agent Swarm,AutoGPT 3.0,Abandoned,Cost Overrun,0.542,13640,-0.99
AGP-1072,Technology,Autonomous,LangGraph,Abandoned,Loop Error,0.19,5244,0.31
AGP-1073,Retail,Autonomous,LangGraph,Abandoned,Security Violation,0.01,4069,-0.48
AGP-1074,Government,Assistant,LangGraph,Pilot,Security Violation,0.842,2940,0.19
AGP-1075,Energy,Autonomous,AutoGPT 3.0,Abandoned,Loop Error,0.558,7796,-1.46
AGP-1076,Legal,Assistant,CrewAI,Pilot,Schema Drift,0.788,3894,0.96
AGP-1077,Manufacturing,Multi-agent Swarm,CrewAI,Pilot,Loop Error,0.499,1814,0.94
AGP-1078,Retail,Autonomous,LangGraph,Pilot,Loop Error,0.06,4412,0.83
AGP-1079,Technology,Assistant,LangGraph,Production,,0.829,1868,3.54
AGP-1080,Legal,Autonomous,AutoGPT 3.0,Pilot,Loop Error,0.272,9449,0.23
AGP-1081,Healthcare,Multi-agent Swarm,LangGraph,Production,,0.464,3283,3.16
AGP-1082,Government,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.571,5781,1.51
AGP-1083,Government,Assistant,CrewAI,Production,,0.839,4546,2.5
AGP-1084,Energy,Assistant,LangGraph,Pilot,Schema Drift,0.311,3535,0.05
AGP-1085,Telecom,Multi-agent Swarm,LangGraph,Abandoned,Security Violation,0.605,6670,-1.17
AGP-1086,Insurance,Multi-agent Swarm,AutoGPT 3.0,Pilot,Loop Error,0.403,9086,-0.23
AGP-1087,Insurance,Assistant,CrewAI,Pilot,Cost Overrun,0.408,2025,1.3
AGP-1088,Insurance,Assistant,LangGraph,Pilot,Security Violation,0.752,2765,1.71
AGP-1089,Retail,Multi-agent Swarm,LangGraph,Pilot,Loop Error,0.536,8307,1.06
AGP-1090,Retail,Autonomous,CrewAI,Abandoned,Security Violation,0.597,2057,-1.22
AGP-1091,Healthcare,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.231,6375,1.16
AGP-1092,Technology,Autonomous,LangGraph,Pilot,Loop Error,0.078,5705,0.39
AGP-1093,Healthcare,Multi-agent Swarm,CrewAI,Abandoned,Security Violation,0.268,4043,0.59
AGP-1094,Healthcare,Autonomous,CrewAI,Pilot,Security Violation,0.077,5935,0.8
AGP-1095,Technology,Autonomous,AutoGPT 3.0,Pilot,Security Violation,0.041,3571,0.61
AGP-1096,Retail,Multi-agent Swarm,LangGraph,Abandoned,Security Violation,0.541,4931,-0.39
AGP-1097,Healthcare,Multi-agent Swarm,LangGraph,Abandoned,Cost Overrun,0.615,2858,-0.59
AGP-1098,Energy,Multi-agent Swarm,CrewAI,Production,,0.643,4115,3.17
AGP-1099,Government,Multi-agent Swarm,CrewAI,Pilot,Schema Drift,0.389,9257,0.18
AGP-1100,Healthcare,Assistant,LangGraph,Pilot,Cost Overrun,0.847,5662,0.31
AGP-1101,Finance,Autonomous,CrewAI,Production,,0.118,4117,2.11
AGP-1102,Legal,Autonomous,LangGraph,Pilot,Security Violation,0.313,2013,-0.84
AGP-1103,Insurance,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.769,11196,1.3
AGP-1104,Energy,Autonomous,AutoGPT 3.0,Abandoned,Loop Error,0.636,8013,-0.81
AGP-1105,Finance,Multi-agent Swarm,CrewAI,Abandoned,Security Violation,0.477,5363,-1.26
AGP-1106,Insurance,Autonomous,AutoGPT 3.0,Pilot,Security Violation,0.154,5849,2.11
AGP-1107,Finance,Autonomous,AutoGPT 3.0,Pilot,Security Violation,0.125,9251,0.71
AGP-1108,Retail,Autonomous,LangGraph,Abandoned,Loop Error,0.108,4265,-1.1
AGP-1109,Telecom,Autonomous,LangGraph,Pilot,Loop Error,0.272,4408,0.28
AGP-1110,Healthcare,Autonomous,CrewAI,Pilot,Security Violation,0.288,4134,1.02
AGP-1111,Finance,Assistant,LangGraph,Pilot,Cost Overrun,0.822,4772,-0.41
AGP-1112,Retail,Autonomous,LangGraph,Abandoned,Cost Overrun,0.351,6385,-0.66
AGP-1113,Technology,Assistant,LangGraph,Production,,0.736,4376,4.09
AGP-1114,Government,Multi-agent Swarm,AutoGPT 3.0,Pilot,Security Violation,0.75,6063,0.41
AGP-1115,Telecom,Assistant,LangGraph,Pilot,Loop Error,0.691,2603,0.63
AGP-1116,Finance,Assistant,AutoGPT 3.0,Production,,0.617,4582,1.79
AGP-1117,Finance,Assistant,LangGraph,Production,,0.89,6191,3.15
AGP-1118,Insurance,Autonomous,LangGraph,Abandoned,Loop Error,0.079,2403,-0.23
AGP-1119,Healthcare,Autonomous,AutoGPT 3.0,Pilot,Cost Overrun,0.191,3165,0.35
AGP-1120,Government,Multi-agent Swarm,LangGraph,Abandoned,Cost Overrun,0.507,7870,-1.46
AGP-1121,Technology,Assistant,LangGraph,Abandoned,Security Violation,0.5,3864,-0.7
AGP-1122,Finance,Autonomous,LangGraph,Abandoned,Loop Error,0.107,4059,-0.39
AGP-1123,Energy,Assistant,CrewAI,Pilot,Cost Overrun,0.446,2593,-0.46
AGP-1124,Healthcare,Multi-agent Swarm,LangGraph,Abandoned,Loop Error,0.407,8155,-1.9
AGP-1125,Retail,Assistant,LangGraph,Pilot,Security Violation,0.904,5665,0.7
AGP-1126,Manufacturing,Assistant,LangGraph,Pilot,Security Violation,0.28,5221,0.26
AGP-1127,Manufacturing,Multi-agent Swarm,LangGraph,Pilot,Cost Overrun,0.653,5789,0.28
AGP-1128,Technology,Assistant,LangGraph,Abandoned,Loop Error,0.776,4331,-0.46
AGP-1129,Technology,Assistant,CrewAI,Pilot,Schema Drift,0.816,5000,0.59
AGP-1130,Telecom,Autonomous,LangGraph,Abandoned,Cost Overrun,0.216,3701,-0.63
AGP-1131,Telecom,Autonomous,LangGraph,Production,,0.431,6324,3.03
AGP-1132,Manufacturing,Multi-agent Swarm,CrewAI,Pilot,Schema Drift,0.83,9026,0.23
AGP-1133,Finance,Assistant,CrewAI,Pilot,Cost Overrun,0.764,961,1.28
AGP-1134,Technology,Assistant,LangGraph,Production,,0.908,3758,2.75
AGP-1135,Telecom,Assistant,LangGraph,Pilot,Loop Error,0.695,2977,1.22
AGP-1136,Legal,Autonomous,LangGraph,Production,,0.151,4172,3.15
AGP-1137,Retail,Multi-agent Swarm,AutoGPT 3.0,Pilot,Cost Overrun,0.572,9797,-0.9
AGP-1138,Retail,Autonomous,LangGraph,Pilot,Cost Overrun,0.554,3428,-0.86
AGP-1139,Finance,Multi-agent Swarm,LangGraph,Pilot,Schema Drift,0.374,5778,2.3
AGP-1140,Technology,Assistant,CrewAI,Pilot,Schema Drift,0.447,5014,-0.06
AGP-1141,Legal,Autonomous,LangGraph,Pilot,Loop Error,0.027,2096,1.06
AGP-1142,Insurance,Autonomous,LangGraph,Abandoned,Cost Overrun,0.064,2643,0.27
AGP-1143,Energy,Multi-agent Swarm,LangGraph,Pilot,Schema Drift,0.328,8987,-0.54
AGP-1144,Energy,Autonomous,CrewAI,Pilot,Security Violation,0.112,5898,0.45
AGP-1145,Retail,Autonomous,CrewAI,Pilot,Schema Drift,0.122,7013,0.29
AGP-1146,Legal,Multi-agent Swarm,CrewAI,Pilot,Security Violation,0.704,6895,1.15
AGP-1147,Insurance,Assistant,AutoGPT 3.0,Production,,0.877,4328,2.74
AGP-1148,Energy,Assistant,LangGraph,Pilot,Loop Error,0.646,1208,-0.25
AGP-1149,Manufacturing,Autonomous,AutoGPT 3.0,Pilot,Loop Error,0.157,5960,-0.24
AGP-1150,Government,Multi-agent Swarm,CrewAI,Abandoned,Cost Overrun,0.246,6600,-0.92
AGP-1151,Finance,Autonomous,AutoGPT 3.0,Pilot,Cost Overrun,0.093,3818,1.29
AGP-1152,Government,Autonomous,CrewAI,Abandoned,Loop Error,0.258,4265,-0.26
AGP-1153,Finance,Autonomous,LangGraph,Abandoned,Security Violation,0.222,4240,-0.18
AGP-1154,Finance,Autonomous,LangGraph,Pilot,Cost Overrun,0.111,2486,0.69
AGP-1155,Manufacturing,Autonomous,CrewAI,Pilot,Loop Error,0.02,6609,0.35
AGP-1156,Finance,Autonomous,LangGraph,Pilot,Loop Error,0.106,2806,0.45
AGP-1157,Finance,Autonomous,CrewAI,Pilot,Security Violation,0.076,2313,1.64
AGP-1158,Finance,Assistant,LangGraph,Pilot,Security Violation,0.564,4917,0.55
AGP-1159,Retail,Multi-agent Swarm,LangGraph,Pilot,Schema Drift,0.585,6182,1.46
AGP-1160,Insurance,Autonomous,AutoGPT 3.0,Pilot,Security Violation,0.126,7943,-0.34
AGP-1161,Finance,Autonomous,CrewAI,Pilot,Security Violation,0.099,2958,1.33
AGP-1162,Technology,Multi-agent Swarm,CrewAI,Pilot,Loop Error,0.35,3713,1.23
AGP-1163,Energy,Multi-agent Swarm,LangGraph,Abandoned,Schema Drift,0.227,3965,0.53
AGP-1164,Healthcare,Assistant,CrewAI,Abandoned,Loop Error,0.796,4121,-0.28
AGP-1165,Finance,Autonomous,AutoGPT 3.0,Pilot,Loop Error,0.108,6682,0.14
AGP-1166,Government,Assistant,CrewAI,Production,,0.947,3085,3.01
AGP-1167,Energy,Autonomous,CrewAI,Pilot,Cost Overrun,0.093,4644,0.79
AGP-1168,Manufacturing,Autonomous,CrewAI,Abandoned,Security Violation,0.055,3192,-0.04
AGP-1169,Energy,Assistant,LangGraph,Production,,0.683,4065,1.16
AGP-1170,Finance,Assistant,CrewAI,Abandoned,Loop Error,0.394,4376,-0.38
AGP-1171,Retail,Assistant,AutoGPT 3.0,Pilot,Security Violation,0.945,9240,0.24
AGP-1172,Insurance,Assistant,CrewAI,Pilot,Loop Error,0.214,5220,0.55
AGP-1173,Healthcare,Autonomous,LangGraph,Abandoned,Cost Overrun,0.55,2484,-1.24
AGP-1174,Insurance,Autonomous,CrewAI,Pilot,Security Violation,0.164,4152,0.59
AGP-1175,Manufacturing,Multi-agent Swarm,CrewAI,Pilot,Cost Overrun,0.72,4145,1.58
AGP-1176,Insurance,Multi-agent Swarm,AutoGPT 3.0,Abandoned,Loop Error,0.567,15825,-1.65
AGP-1177,Retail,Autonomous,CrewAI,Abandoned,Cost Overrun,0.316,3304,-1.07
AGP-1178,Legal,Assistant,LangGraph,Production,,0.92,6611,3.59
AGP-1179,Healthcare,Autonomous,LangGraph,Abandoned,Schema Drift,0.38,4582,-0.91
AGP-1180,Healthcare,Autonomous,CrewAI,Abandoned,Loop Error,0.139,4707,-1.46
AGP-1181,Insurance,Assistant,LangGraph,Pilot,Cost Overrun,0.43,5698,0.66
AGP-1182,Finance,Autonomous,CrewAI,Abandoned,Security Violation,0.172,5253,-0.37
AGP-1183,Finance,Assistant,AutoGPT 3.0,Abandoned,Security Violation,0.771,4901,-0.54
AGP-1184,Healthcare,Assistant,CrewAI,Abandoned,Loop Error,0.847,1596,-0.2
AGP-1185,Healthcare,Autonomous,LangGraph,Pilot,Cost Overrun,0.318,4639,1.03
AGP-1186,Energy,Autonomous,CrewAI,Pilot,Loop Error,0.327,3730,-0.5
AGP-1187,Retail,Autonomous,CrewAI,Abandoned,Schema Drift,0.038,8070,-1.33
AGP-1188,Telecom,Multi-agent Swarm,LangGraph,Pilot,Security Violation,0.546,6858,1.5
AGP-1189,Finance,Assistant,CrewAI,Pilot,Cost Overrun,0.894,4513,1.54
AGP-1190,Technology,Assistant,CrewAI,Abandoned,Security Violation,0.359,2799,0.07
AGP-1191,Retail,Autonomous,AutoGPT 3.0,Production,,0.558,4980,4.4
AGP-1192,Retail,Assistant,LangGraph,Pilot,Cost Overrun,0.793,1428,0.78
AGP-1193,Government,Autonomous,LangGraph,Pilot,Cost Overrun,0.19,4909,1.85
AGP-1194,Telecom,Assistant,CrewAI,Pilot,Security Violation,0.528,4220,0.76
AGP-1195,Government,Multi-agent Swarm,LangGraph,Abandoned,Cost Overrun,0.431,4973,-0.37
AGP-1196,Healthcare,Assistant,LangGraph,Pilot,Security Violation,0.591,3033,0.02
AGP-1197,Healthcare,Autonomous,AutoGPT 3.0,Pilot,Security Violation,0.404,7955,-0.82
AGP-1198,Technology,Autonomous,LangGraph,Pilot,Loop Error,0.249,3577,-0.78
AGP-1199,Healthcare,Autonomous,CrewAI,Pilot,Cost Overrun,0.333,3457,-0.03
AGP-1200,Insurance,Assistant,AutoGPT 3.0,Pilot,Loop Error,0.847,3931,0.28
AGP-1201,Manufacturing,Multi-agent Swarm,CrewAI,Pilot,Loop Error,0.355,8923,-0.27
AGP-1202,Manufacturing,Autonomous,CrewAI,Production,,0.362,3171,3.12
AGP-1203,Energy,Assistant,CrewAI,Pilot,Security Violation,0.498,3700,0.41
AGP-1204,Technology,Assistant,LangGraph,Pilot,Cost Overrun,0.769,4653,0.36
AGP-1205,Finance,Autonomous,LangGraph,Production,,0.332,5013,3.19
AGP-1206,Finance,Autonomous,CrewAI,Pilot,Loop Error,0.452,6116,0.0
AGP-1207,Technology,Autonomous,LangGraph,Pilot,Cost Overrun,0.06,4604,1.56
AGP-1208,Retail,Assistant,LangGraph,Pilot,Loop Error,0.833,3818,1.26
AGP-1209,Healthcare,Assistant,LangGraph,Pilot,Security Violation,0.938,3442,1.1
